Name,Filename,Artwork,HD,M4V,Backup,Artist,Main Genre,Genres,Release Date,Description,Rating,Studio,Director,Producers,Screenwriters,Media Kind,Path
"Butter","Butter.m4v","artwork/00230/Butter.art[0].jpg",0,1,0,"Alicia Silverstone, Ashley Greene, Hugh Jackman, Jennifer Garner, Jim Field Smith, Kristen Schaal, Olivia Wilde, Phyllis Smith, Pruitt Taylor Vince, Rob Corddry, Ty Burrell","Comedy","Comedy","2011-09-04","Butter surveys the raw ambition of Laura Pickler, Iowa’s long-reigning champion butter carver. For 15 years, Laura has relished her high-profile role as the beautiful, loyal helpmate to her affable, artistically gifted husband. But when Bob is pressured to retire and allow someone else a chance at glory, an indignant Laura decides to enter the competition herself. She is first in line on sign-up day, only to see her odds of victory fall with the arrival of an unlikely yet formidable contender: 10-year-old Destiny. And that’s not all. Bob’s would-be mistress, bad-girl stripper Brooke also declares her candidacy, as does his #1 fan, Carol-Ann. Facing three opponents, mocked by her stepdaughter Kaitlen and furious with her husband, Laura resolves to do whatever it takes to win. And if that means resorting to sabotage – and recruiting her dim-witted former boyfriend Boyd as a co-conspirator – then so be it.","0","","Jim Field Smith","Michael De Luca , Juliana Janes , Alissa Phillips , Jennifer Garner","Jason A. Micallef","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Butter/Butter.m4v"
"CJ7 (Doblada)","CJ7 (Doblada).m4v","artwork/00231/CJ7%20(Doblada).art[0].png",0,1,0,"Kitty Zhang Yuqi, Lei Huang, Stephen Chow","Kids & Family","Comedy, Drama, Family, Fantasy, Foreign, Science Fiction","2008-01-30","Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy his son heavily requested from him, since all of the classmates had it.","0","Columbia Pictures Film Production Asia","Stephen Chow","","Vincent Kok, Stephen Chow, Vincent Kok, Stephen Chow","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/CJ7 (Doblada)/CJ7 (Doblada).m4v"
"CJ7","CJ7.m4v","artwork/00232/CJ7.art[0].png",0,1,0,"Kitty Zhang Yuqi, Lei Huang, Stephen Chow","Kids & Family","Comedy, Drama, Family, Fantasy, Foreign, Science Fiction","2008-01-30","Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy his son heavily requested from him, since all of the classmates had it.","0","Columbia Pictures Film Production Asia","Stephen Chow","","Vincent Kok, Stephen Chow, Vincent Kok, Stephen Chow","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/CJ7/CJ7.m4v"
"Camp Hell","Camp Hell.m4v","artwork/00233/Camp%20Hell.art[0].png",0,1,0,"Andrew McCarthy, Ato Essandoh, Bruce Davison, Christopher Denham, Dana Delany, Gary DeMichele, Jaron Downs, Jesse Eisenberg, Joseph Vincent Cordaro, Kennan Budnik, Spencer Treat Clark, Valentina de Angelis, Will Denton","Horror","Horror, Thriller","2010-08-13","At the end of every summer, the children of a Christian community from a suburb of New Jersey attend Camp Hope. They travel deep into the woods far from any distractions the world provides. Here, the children are taught the ways of the Lord, the perils of the flesh, and the horror of the Devil. A charismatic priest leads them in their training. But, he unknowingly has brought something with him, something evil. What was supposed to be a safe place, a spiritual retreat has now turned into a nightmare that not even faith can end.","0","","George VanBuskirk","","George VanBuskirk","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Camp Hell/Camp Hell.m4v"
"Camp X-Ray","Camp X-Ray (1080p HD).m4v","artwork/00234/Camp%20X-Ray%20(1080p%20HD).art[0].jpg",1,1,0,"John Carroll Lynch, Joseph Julian Soria, Julia Duffy, Kristen Stewart, Lane Garrison, Peter Sattler, Peyman Moaadi","Drama","Drama","2014-10-17","A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.","0","Young Gang, Gotham Group, Upload Films, GNK Productions, Rough House Pictures","Peter Sattler","Gina Kwon","Peter Sattler","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Camp X-Ray/Camp X-Ray (1080p HD).m4v"
"Cantinflas","Cantinflas.m4v","artwork/00235/Cantinflas.art[0].jpg",0,1,0,"Ilse Salas, Joaquín Cosio, Luis Gerardo Mendez, Michael Imperioli, Sebastian del Amo, Teresa Ruiz, Óscar Jaenada","Drama","Drama","2014-08-29","Mike Todd is a Broadway producer struggling to produce the film. Around the World in 80 Days. In Mexico, Mario Moreno, a young entertainer is struggling to get some respect, and he manages to become a star. A twist of faith makes them partners. Together they won the Oscar for Best Picture.","0","Bullet Films, Kenio Films","Sebastian del Amo","","Edui Tijerina","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Cantinflas/Cantinflas.m4v"
"Captain America: The First Avenger (Doblada)","Captain America_ The First Avenger (Doblada).m4v","artwork/00236/Captain%20America_%20The%20First%20Avenger%20(Doblada).art[0].png",0,1,0,"Anatole Taubman, Chris Evans, Derek Luke, Dominic Cooper, Hayley Atwell, Hugo Weaving, JJ Feild, Kenneth Choi, Natalie Dormer, Neal McDonough, Richard Armitage, Samuel L. Jackson, Sebastian Stan, Stanley Tucci, Toby Jones, Tommy Lee Jones","Action & Adventure","Action, Thriller, Science Fiction","2011-07-22","A brave, yet mild-mannered young soldier named Steve Rogers, volunteers to undergo a series of experiments for a US army Super Soldier program. The military succeeds in transforming him into a human weapon, but quickly decide that their Super Soldier is far too expensive a creation to risk in combat. So, they decide to put him to use as an army celebrity and parade him across Europe to boost morale by performing in USO shows for American troops. He is even given a costume that bear the colors of Old Glory for the stage. Then, when a Nazi plot reveals itself Rogers must rise up and and become the First Avenger, in order to save his country.","0","Chris Evans, Hugo Weaving, Tommy Lee Jones, Samuel L. Jackson, Dominic Cooper, Stanley Tucci, Sebastian Stan, Natalie Dormer, Derek Luke, Neal McDonough, Toby Jones, Richard Armitage, Hayley Atwell, JJ Feild, Anatole Taubman, Kenneth Choi","Joe Johnston","Kevin Feige","Cristopher Markus, Stephen McFeely","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Captain America_ The First Avenger (Doblada)/Captain America_ The First Avenger (Doblada).m4v"
"Captain America: The First Avenger","Captain America_ The First Avenger.m4v","artwork/00237/Captain%20America_%20The%20First%20Avenger.art[0].png",0,1,0,"Anatole Taubman, Chris Evans, Derek Luke, Dominic Cooper, Hayley Atwell, Hugo Weaving, JJ Feild, Kenneth Choi, Natalie Dormer, Neal McDonough, Richard Armitage, Samuel L. Jackson, Sebastian Stan, Stanley Tucci, Toby Jones, Tommy Lee Jones","Action & Adventure","Action, Thriller, Science Fiction, Romance","2011-07-22","A brave, yet mild-mannered young soldier named Steve Rogers, volunteers to undergo a series of experiments for a US army Super Soldier program. The military succeeds in transforming him into a human weapon, but quickly decide that their Super Soldier is far too expensive a creation to risk in combat. So, they decide to put him to use as an army celebrity and parade him across Europe to boost morale by performing in USO shows for American troops. He is even given a costume that bear the colors of Old Glory for the stage. Then, when a Nazi plot reveals itself Rogers must rise up and and become the First Avenger, in order to save his country.","0","Chris Evans, Hugo Weaving, Tommy Lee Jones, Samuel L. Jackson, Dominic Cooper, Stanley Tucci, Sebastian Stan, Natalie Dormer, Derek Luke, Neal McDonough, Toby Jones, Richard Armitage, Hayley Atwell, JJ Feild, Anatole Taubman, Kenneth Choi","Joe Johnston","Avi Arad","Cristopher Markus, Stephen McFeely","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Captain America_ The First Avenger/Captain America_ The First Avenger.m4v"
"Captain America: The Winter Soldier","Captain America_ The Winter Soldier (1080p HD).m4v","artwork/00238/Captain%20America_%20The%20Winter%20Soldier%20(1080p%20HD).art[0].jpg",1,1,0,"Alan Dale, Anthony Mackie, Anthony Russo, Chin Han, Chris Evans, Cobie Smulders, Danny Pudi, Emily VanCamp, Frank Grillo, Garry Shandling, Georges St. Pierre, Hayley Atwell, Jenny Agutter, Joe Russo, Maximiliano Hernández, Robert Redford, Samuel L. Jackson, Scarlett Johansson, Sebastian Stan, Stan Lee, Toby Jones","Action & Adventure","Action, Adventure, Science Fiction","2014-04-04","After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","0","Marvel Studios, Marvel Entertainment, LLC","Joe Russo, Anthony Russo","Kevin Feige","Christopher Markus, Stephen McFeely","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Captain America_ The Winter Soldier/Captain America_ The Winter Soldier (1080p HD).m4v"
"Captain Phillips","Captain Phillips (1080p HD).m4v","artwork/00239/Captain%20Phillips%20(1080p%20HD).art[0].jpg",1,1,0,"Angus MacInnes, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener, Chris Mulkey, Corey Johnson, David Warshofsky, Faysal Ahmed, John Magaro, Mahat M. Ali, Max Martini, Michael Chernus, Paul Greengrass, Tom Hanks, Yul Vazquez","Action & Adventure","Action, Drama, Thriller","2013-10-11","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","0","Michael De Luca Productions, Scott Rudin Productions, Translux, Trigger Street Productions","Paul Greengrass","Dana Brunetti, Michael De Luca, Scott Rudin","Billy Ray","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Captain Phillips/Captain Phillips (1080p HD).m4v"
"Carlos","Carlos.m4v","artwork/00240/Carlos.art[0].png",0,1,0,"Ahmad Kaabour, Alejandro Arroyo, Alexander Scheer, Édgar Ramírez","Drama","Crime, Drama, Foreign, Thriller","2010-10-15","The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police.","0","","Olivier Assayas","","Dan Franck, Olivier Assayas","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Carlos/Carlos.m4v"
"Carnage","Carnage (1080p HD).m4v","artwork/00241/Carnage%20(1080p%20HD).art[0].png",1,1,0,"Christoph Waltz, Jodie Foster, John C. Reilly, Kate Winslet","Comedy","Comedy, Drama","2011-12-16","In Brooklyn Bridge Park, eleven year old Zachary Cowan strikes his eleven year old classmate Ethan Longstreet across the face with a stick after an argument. Among the more serious of Ethan's injuries is a permanently missing tooth and the possibility of a second tooth also being lost. Their respective parents learn of the altercation through Ethan's parents questioning him about his injuries. The Longstreet parents invite the Cowan parents to their Brooklyn apartment to deal with the incident in a civilized manner. They are: Penelope Longstreet, whose idea it was to invite the Cowans, she whose priorities in life include human rights and justice; Michael Longstreet, who tries to be as accommodating as possible to retain civility in any situation; Nancy Cowan, a nervous and emotionally stressed woman; and Alan Cowan, who is married more to his work as evidenced by the attachment he has to his cell phone and taking work calls at the most inopportune times.","0","Constantin Film Production, Sony Pictures Classics","Roman Polanski","","Roman Polanski","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Carnage/Carnage (1080p HD).m4v"
"Cars 2 (Doblada)","Cars 2 (Doblada).m4v","artwork/00242/Cars%202%20(Doblada).art[0].png",0,1,0,"Bonnie Hunt, Emily Mortimer, Jason Isaacs, John Ratzenberger, Larry The Cable Guy, Michael Caine, Michael Keaton, Owen Wilson, Tony Shalhoub","Kids & Family","Animation, Comedy, Family","2011-06-24","Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.","0","Owen Wilson, Michael Caine, Emily Mortimer, Michael Keaton, Jason Isaacs, Bonnie Hunt, John Ratzenberger, Tony Shalhoub, Larry The Cable Guy","John Lasseter, Brad Lewis","","Ben Queen, John Lasseter","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Cars 2 (Doblada)/Cars 2 (Doblada).m4v"
"Cars 2","Cars 2.m4v","artwork/00243/Cars%202.art[0].png",0,1,0,"Bonnie Hunt, Emily Mortimer, Jason Isaacs, John Ratzenberger, Larry The Cable Guy, Michael Caine, Michael Keaton, Owen Wilson, Tony Shalhoub","Kids & Family","Animation, Comedy, Family","2011-06-24","Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.","0","Owen Wilson, Michael Caine, Emily Mortimer, Michael Keaton, Jason Isaacs, Bonnie Hunt, John Ratzenberger, Tony Shalhoub, Larry The Cable Guy","John Lasseter, Brad Lewis","","Ben Queen, John Lasseter","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Cars 2/Cars 2.m4v"
"Casa De Mi Padre","Casa De Mi Padre.m4v","artwork/00244/Casa%20De%20Mi%20Padre.art[0].png",0,1,0,"Adrian Martinez, Alejandro Patino, Diego Luna, Efren Ramirez, Gael García Bernal, Genesis Rodriguez, Mariann Gavelo, Nick Offerman, Pedro Armendáriz Jr., Will Ferrell","Comedy","Comedy","2012-03-16","Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.","0","Lions Gate, Gary Sanchez Productions, NALA Films","Matt Piedmont","Allison Jones","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Casa De Mi Padre/Casa De Mi Padre.m4v"
"Catch .44","Catch .44.m4v","artwork/00245/Catch%20.44.art[0].png",0,1,0,"Brad Dourif, Bruce Willis, Deborah Ann Woll, Edrick Browne, Forest Whitaker, Malin Åkerman, Michael Rosenbaum, Nikki Reed, Reila Aphrodite, Shea Whigham","Action & Adventure","Drama, Action, Comedy, Thriller","2011-12-09","The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.","0","Benaroya Pictures","Aaron Harvey","Henry Karp, Megan Ellison, Randall Emmett, Robert Ogden Barnum, Michael Corso, Cassian Elwes, George Furla, Anthony Gudass, Avram 'Butch' Kaplan, Michael Benaroya, Holden Ostrin, Ted Schipper, Neil Wechsler, Shannon Makhanian","Aaron Harvey","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Catch .44/Catch .44.m4v"
"Celia Cruz and the Fania Allstar in Africa","Celia Cruz and the Fania Allstar in Africa.m4v","artwork/00246/Celia%20Cruz%20and%20the%20Fania%20Allstar%20in%20Africa.art[0].png",0,1,0,"","Music","Music","","Las 80.000 personas que llegaron a Zaire para la pelea de Ali (Cassius Clay) con George Foreman, nunca imaginaron lo que les esperaba. El escenario se llenó con las mejores estrellas de la música latina cantando y bailando salsa. Estas estrellas juntas presentaron uno de los mejores espectáculos de salsa en la historia.","","","","","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/Celia Cruz and the Fania Allstar in Africa/Celia Cruz and the Fania Allstar in Africa.m4v"
